0,3261,3318,3318
1,3303,3305,3318
2,3305,3346,3346
3,3288,3336,3346
4,3318,3368,3368
5,3295,3343,3368
6,3291,3360,3368
7,3353,3356,3368
8,3327,3345,3368
9,3271,3313,3368
10,3345,3345,3368
11,3308,3311,3368
12,3359,3371,3371
13,3241,3364,3371
14,3358,3358,3371
15,3285,3327,3371
16,3302,3356,3371
17,3325,3361,3371
18,3297,3297,3371
19,3286,3373,3373
20,3311,3311,3373
21,3273,3299,3373
22,3345,3347,3373
23,3307,3331,3373
24,3275,3320,3373
25,3270,3290,3373
26,3243,3315,3373
27,3296,3336,3373
28,3303,3335,3373
29,3326,3340,3373
30,3304,3334,3373
31,3319,3321,3373
32,3297,3377,3377
33,3255,3358,3377
34,3351,3365,3377
35,3253,3319,3377
36,3239,3336,3377
37,3301,3325,3377
38,3321,3341,3377
39,3255,3321,3377
40,3311,3329,3377
41,3322,3356,3377
42,3283,3347,3377
43,3289,3303,3377
44,3255,3315,3377
45,3320,3320,3377
46,3307,3345,3377
47,3263,3361,3377
48,3281,3327,3377
49,3307,3335,3377
50,3345,3347,3377
51,3299,3345,3377
52,3267,3337,3377
53,3275,3320,3377
54,3293,3350,3377
55,3281,3383,3383
56,3338,3372,3383
57,3209,3334,3383
58,3329,3353,3383
59,3254,3361,3383
60,3279,3309,3383
61,3300,3334,3383
62,3315,3317,3383
63,3301,3346,3383
64,3301,3351,3383
65,3285,3331,3383
66,3337,3357,3383
67,3345,3367,3383
68,3309,3331,3383
69,3302,3348,3383
70,3297,3301,3383
71,3298,3352,3383
72,3290,3303,3383
73,3267,3309,3383
74,3266,3345,3383
75,3325,3382,3383
76,3283,3305,3383
77,3337,3353,3383
78,3273,3331,3383
79,3325,3373,3383
80,3298,3340,3383
81,3305,3329,3383
82,3289,3335,3383
83,3281,3307,3383
84,3333,3347,3383
85,3287,3355,3383
86,3329,3334,3383
87,3332,3332,3383
88,3328,3382,3383
89,3331,3355,3383
90,3325,3373,3383
91,3278,3367,3383
92,3311,3385,3385
93,3313,3359,3385
94,3323,3353,3385
95,3320,3336,3385
96,3299,3335,3385
97,3269,3305,3385
98,3315,3343,3385
99,3317,3331,3385
