Instância,Com conflitos,Conflitos,Ordem,Executou,Anúncios,Quadros,Tamanho quadro,Espaço ocupado,Métrica,Tempo,Melhor iteração,Solução,Iterações
instancias/basico/,N,0,1,S,7.0,4.0,6.0,24.0,0.0,0.0010817050933837,0.0,resultados/solucoes/instancias/basico_N_solucao_1.csv,resultados/iteracoes/instancias/basico_N_iteracoes_1.csv
instancias/basico/,S,30,1,S,7.0,4.0,6.0,24.0,0.0,0.0014650821685791,0.0,resultados/solucoes/instancias/basico_S_solucao_1.csv,resultados/iteracoes/instancias/basico_S_iteracoes_1.csv
instancias/Multiconflito/multiconflito_10/,N,0,1,S,500.0,250.0,100.0,25000.0,0.0,5377.50075674057,33.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_N_solucao_1.csv,
instancias/Multiconflito/multiconflito_10/,N,0,2,S,500.0,250.0,100.0,25000.0,0.0,288.7252206802368,5.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_N_solucao_2.csv,
instancias/Multiconflito/multiconflito_10/,N,0,3,S,500.0,250.0,100.0,25000.0,0.0,5122.359269618988,50.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_N_solucao_3.csv,
instancias/Multiconflito/multiconflito_10/,N,0,4,S,500.0,250.0,100.0,25000.0,0.0,142.01840615272522,2.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_N_solucao_4.csv,
instancias/Multiconflito/multiconflito_10/,N,0,5,S,500.0,250.0,100.0,25000.0,0.0,115.57257723808289,1.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_N_solucao_5.csv,
instancias/Multiconflito/multiconflito_10/,N,0,6,S,500.0,250.0,100.0,25000.0,0.0,75.86537146568298,2.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_N_solucao_6.csv,
instancias/Multiconflito/multiconflito_10/,N,0,7,S,500.0,250.0,100.0,25000.0,0.0,1536.792171239853,20.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_N_solucao_7.csv,
instancias/Multiconflito/multiconflito_10/,N,0,8,S,500.0,250.0,100.0,25000.0,0.0,231.2432761192321,3.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_N_solucao_8.csv,
instancias/Multiconflito/multiconflito_10/,N,0,9,S,500.0,250.0,100.0,25000.0,0.0,4351.47377038002,43.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_N_solucao_9.csv,
instancias/Multiconflito/multiconflito_10/,N,0,10,S,500.0,250.0,100.0,25000.0,0.0,776.091864824295,2.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_N_solucao_10.csv,
instancias/Multiconflito/multiconflito_10/,N,0,11,S,500.0,250.0,100.0,25000.0,0.0,55.47896456718445,2.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_N_solucao_11.csv,
instancias/Multiconflito/multiconflito_10/,S,10,1,S,500.0,250.0,100.0,25000.0,0.0,899.0446860790253,7.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_S_solucao_1.csv,
instancias/Multiconflito/multiconflito_10/,S,10,2,S,500.0,250.0,100.0,25000.0,0.0,2385.5734803676605,18.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_S_solucao_2.csv,
instancias/Multiconflito/multiconflito_10/,S,10,3,S,500.0,250.0,100.0,25000.0,0.0,41.85556244850159,2.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_S_solucao_3.csv,
instancias/Multiconflito/multiconflito_10/,S,10,4,S,500.0,250.0,100.0,25000.0,0.0,3347.386512756348,54.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_S_solucao_4.csv,
instancias/Multiconflito/multiconflito_10/,S,10,5,S,500.0,250.0,100.0,25000.0,0.0,1259.402985572815,24.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_S_solucao_5.csv,
instancias/Multiconflito/multiconflito_10/,S,10,6,S,500.0,250.0,100.0,25000.0,0.0,1954.7312626838684,15.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_S_solucao_6.csv,
instancias/Multiconflito/multiconflito_10/,S,10,7,S,500.0,250.0,100.0,25000.0,0.0,1616.0824918746948,29.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_S_solucao_7.csv,
instancias/Multiconflito/multiconflito_10/,S,10,8,S,500.0,250.0,100.0,25000.0,0.0,655.9633536338806,18.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_S_solucao_8.csv,
instancias/Multiconflito/multiconflito_10/,S,10,9,S,500.0,250.0,100.0,25000.0,0.0,1410.622862815857,6.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_S_solucao_9.csv,
instancias/Multiconflito/multiconflito_10/,S,10,10,S,500.0,250.0,100.0,25000.0,0.0,7861.74835562706,84.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_S_solucao_10.csv,
instancias/Multiconflito/multiconflito_10/,S,10,11,S,500.0,250.0,100.0,24999.0,1.0,6243.758498430252,2.0,resultados/solucoes/instancias/Multiconflito/multiconflito_10_S_solucao_11.csv,
instancias/Multiconflito/multiconflito_30/,S,30,1,S,500.0,250.0,100.0,24989.0,43.0,7886.862487316132,87.0,resultados/solucoes/instancias/Multiconflito/multiconflito_30_S_solucao_1.csv,
instancias/Multiconflito/multiconflito_30/,S,30,2,S,500.0,250.0,100.0,24997.0,9.0,7061.071533918381,61.0,resultados/solucoes/instancias/Multiconflito/multiconflito_30_S_solucao_2.csv,
instancias/Multiconflito/multiconflito_30/,S,30,3,S,500.0,250.0,100.0,24997.0,5.0,7890.837107658386,26.0,resultados/solucoes/instancias/Multiconflito/multiconflito_30_S_solucao_3.csv,
instancias/Multiconflito/multiconflito_30/,S,30,4,S,500.0,250.0,100.0,24996.0,8.0,12802.750646829603,83.0,resultados/solucoes/instancias/Multiconflito/multiconflito_30_S_solucao_4.csv,
instancias/Multiconflito/multiconflito_30/,S,30,5,S,500.0,250.0,100.0,24992.0,8.0,8261.434019565582,91.0,resultados/solucoes/instancias/Multiconflito/multiconflito_30_S_solucao_5.csv,
instancias/Multiconflito/multiconflito_30/,S,30,6,S,500.0,250.0,100.0,24996.0,16.0,6063.651246786118,89.0,resultados/solucoes/instancias/Multiconflito/multiconflito_30_S_solucao_6.csv,
instancias/Multiconflito/multiconflito_30/,S,30,7,S,500.0,250.0,100.0,24995.0,17.0,7200.527679681778,32.0,resultados/solucoes/instancias/Multiconflito/multiconflito_30_S_solucao_7.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_30_S_iteracoes_7.csv
instancias/Multiconflito/multiconflito_30/,S,30,8,S,500.0,250.0,100.0,24994.0,20.0,7297.333426237106,26.0,resultados/solucoes/instancias/Multiconflito/multiconflito_30_S_solucao_8.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_30_S_iteracoes_8.csv
instancias/Multiconflito/multiconflito_30/,S,30,9,S,500.0,250.0,100.0,24991.0,9.0,6765.023403644562,61.0,resultados/solucoes/instancias/Multiconflito/multiconflito_30_S_solucao_9.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_30_S_iteracoes_9.csv
instancias/Multiconflito/multiconflito_30/,S,30,10,S,500.0,250.0,100.0,24993.0,13.0,11489.78589129448,29.0,resultados/solucoes/instancias/Multiconflito/multiconflito_30_S_solucao_10.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_30_S_iteracoes_10.csv
instancias/Multiconflito/multiconflito_30/,S,30,11,S,500.0,250.0,100.0,24991.0,23.0,12713.489020109177,47.0,resultados/solucoes/instancias/Multiconflito/multiconflito_30_S_solucao_11.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_30_S_iteracoes_11.csv
instancias/Multiconflito/multiconflito_50/,S,50,1,S,500.0,250.0,100.0,24965.0,67.0,10764.488995075226,56.0,resultados/solucoes/instancias/Multiconflito/multiconflito_50_S_solucao_1.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_50_S_iteracoes_1.csv
instancias/Multiconflito/multiconflito_50/,S,50,2,S,500.0,250.0,100.0,24962.0,88.0,9845.964172124864,28.0,resultados/solucoes/instancias/Multiconflito/multiconflito_50_S_solucao_2.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_50_S_iteracoes_2.csv
instancias/Multiconflito/multiconflito_50/,S,50,3,S,500.0,250.0,100.0,24962.0,102.0,8812.449663162231,20.0,resultados/solucoes/instancias/Multiconflito/multiconflito_50_S_solucao_3.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_50_S_iteracoes_3.csv
instancias/Multiconflito/multiconflito_50/,S,50,4,S,500.0,250.0,100.0,24963.0,117.0,6618.380510091782,76.0,resultados/solucoes/instancias/Multiconflito/multiconflito_50_S_solucao_4.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_50_S_iteracoes_4.csv
instancias/Multiconflito/multiconflito_50/,S,50,5,S,500.0,250.0,100.0,24970.0,50.0,7950.431140899658,34.0,resultados/solucoes/instancias/Multiconflito/multiconflito_50_S_solucao_5.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_50_S_iteracoes_5.csv
instancias/Multiconflito/multiconflito_50/,S,50,6,S,500.0,250.0,100.0,24957.0,179.0,7877.589130401611,63.0,resultados/solucoes/instancias/Multiconflito/multiconflito_50_S_solucao_6.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_50_S_iteracoes_6.csv
instancias/Multiconflito/multiconflito_50/,S,50,7,S,500.0,250.0,100.0,24969.0,87.0,7288.923710346222,52.0,resultados/solucoes/instancias/Multiconflito/multiconflito_50_S_solucao_7.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_50_S_iteracoes_7.csv
instancias/Multiconflito/multiconflito_50/,S,50,8,S,500.0,250.0,100.0,24956.0,52.0,8449.83462715149,19.0,resultados/solucoes/instancias/Multiconflito/multiconflito_50_S_solucao_8.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_50_S_iteracoes_8.csv
instancias/Multiconflito/multiconflito_50/,S,50,9,S,500.0,250.0,100.0,24958.0,118.0,7518.611069202423,83.0,resultados/solucoes/instancias/Multiconflito/multiconflito_50_S_solucao_9.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_50_S_iteracoes_9.csv
instancias/Multiconflito/multiconflito_50/,S,50,10,S,500.0,250.0,100.0,24983.0,37.0,8506.76980805397,75.0,resultados/solucoes/instancias/Multiconflito/multiconflito_50_S_solucao_10.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_50_S_iteracoes_10.csv
instancias/Multiconflito/multiconflito_50/,S,50,11,S,500.0,250.0,100.0,24983.0,35.0,10824.92416882515,60.0,resultados/solucoes/instancias/Multiconflito/multiconflito_50_S_solucao_11.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_50_S_iteracoes_11.csv
instancias/Multiconflito/multiconflito_70/,S,70,1,S,500.0,250.0,100.0,24873.0,547.0,5889.5011286735535,94.0,resultados/solucoes/instancias/Multiconflito/multiconflito_70_S_solucao_1.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_70_S_iteracoes_1.csv
instancias/Multiconflito/multiconflito_70/,S,70,2,S,500.0,250.0,100.0,24886.0,318.0,6649.969318389893,45.0,resultados/solucoes/instancias/Multiconflito/multiconflito_70_S_solucao_2.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_70_S_iteracoes_2.csv
instancias/Multiconflito/multiconflito_70/,S,70,3,S,500.0,250.0,100.0,24885.0,441.0,7407.09392786026,63.0,resultados/solucoes/instancias/Multiconflito/multiconflito_70_S_solucao_3.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_70_S_iteracoes_3.csv
instancias/Multiconflito/multiconflito_70/,S,70,4,S,500.0,250.0,100.0,24903.0,315.0,4943.670707702637,13.0,resultados/solucoes/instancias/Multiconflito/multiconflito_70_S_solucao_4.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_70_S_iteracoes_4.csv
instancias/Multiconflito/multiconflito_70/,S,70,5,S,500.0,250.0,100.0,24866.0,974.0,4417.012788534164,35.0,resultados/solucoes/instancias/Multiconflito/multiconflito_70_S_solucao_5.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_70_S_iteracoes_5.csv
instancias/Multiconflito/multiconflito_70/,S,70,6,S,500.0,250.0,100.0,24905.0,209.0,5733.35081076622,26.0,resultados/solucoes/instancias/Multiconflito/multiconflito_70_S_solucao_6.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_70_S_iteracoes_6.csv
instancias/Multiconflito/multiconflito_70/,S,70,7,S,500.0,250.0,100.0,24894.0,356.0,7040.631370782852,13.0,resultados/solucoes/instancias/Multiconflito/multiconflito_70_S_solucao_7.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_70_S_iteracoes_7.csv
instancias/Multiconflito/multiconflito_70/,S,70,8,S,500.0,250.0,100.0,24889.0,601.0,6978.840539693832,38.0,resultados/solucoes/instancias/Multiconflito/multiconflito_70_S_solucao_8.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_70_S_iteracoes_8.csv
instancias/Multiconflito/multiconflito_70/,S,70,9,S,500.0,250.0,100.0,24847.0,763.0,8663.07151222229,1.0,resultados/solucoes/instancias/Multiconflito/multiconflito_70_S_solucao_9.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_70_S_iteracoes_9.csv
instancias/Multiconflito/multiconflito_70/,S,70,10,S,500.0,250.0,100.0,24889.0,303.0,6061.70672750473,5.0,resultados/solucoes/instancias/Multiconflito/multiconflito_70_S_solucao_10.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_70_S_iteracoes_10.csv
instancias/Multiconflito/multiconflito_70/,S,70,11,S,500.0,250.0,100.0,24865.0,249.0,6667.6756999492645,54.0,resultados/solucoes/instancias/Multiconflito/multiconflito_70_S_solucao_11.csv,resultados/iteracoes/instancias/Multiconflito/multiconflito_70_S_iteracoes_11.csv
instancias/Aleatorio/aleatorio_pequeno_00/,N,0,1,S,100.0,75.0,50.0,3742.0,64.0,583.5907654762268,73.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_N_solucao_1.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_N_iteracoes_1.csv
instancias/Aleatorio/aleatorio_pequeno_00/,N,0,2,S,100.0,75.0,50.0,3746.0,16.0,407.9698317050934,32.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_N_solucao_2.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_N_iteracoes_2.csv
instancias/Aleatorio/aleatorio_pequeno_00/,N,0,3,S,100.0,75.0,50.0,3749.0,1.0,388.2841532230377,31.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_N_solucao_3.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_N_iteracoes_3.csv
instancias/Aleatorio/aleatorio_pequeno_00/,N,0,4,S,100.0,75.0,50.0,3745.0,17.0,479.1742618083954,12.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_N_solucao_4.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_N_iteracoes_4.csv
instancias/Aleatorio/aleatorio_pequeno_00/,N,0,5,S,100.0,75.0,50.0,3746.0,4.0,253.57717323303223,81.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_N_solucao_5.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_N_iteracoes_5.csv
instancias/Aleatorio/aleatorio_pequeno_00/,N,0,6,S,100.0,75.0,50.0,3746.0,16.0,434.7811884880066,67.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_N_solucao_6.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_N_iteracoes_6.csv
instancias/Aleatorio/aleatorio_pequeno_00/,N,0,7,S,100.0,75.0,50.0,3747.0,3.0,513.6262173652649,29.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_N_solucao_7.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_N_iteracoes_7.csv
instancias/Aleatorio/aleatorio_pequeno_00/,N,0,8,S,100.0,75.0,50.0,3745.0,9.0,754.6789321899414,4.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_N_solucao_8.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_N_iteracoes_8.csv
instancias/Aleatorio/aleatorio_pequeno_00/,N,0,9,S,100.0,75.0,50.0,3746.0,4.0,759.316730260849,47.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_N_solucao_9.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_N_iteracoes_9.csv
instancias/Aleatorio/aleatorio_pequeno_00/,N,0,10,S,100.0,75.0,50.0,3743.0,13.0,366.283754825592,68.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_N_solucao_10.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_N_iteracoes_10.csv
instancias/Aleatorio/aleatorio_pequeno_00/,N,0,11,S,100.0,75.0,50.0,3746.0,8.0,359.3167369365692,72.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_N_solucao_11.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_N_iteracoes_11.csv
instancias/Aleatorio/aleatorio_pequeno_00/,S,30,1,S,100.0,75.0,50.0,3732.0,60.0,171.84444999694824,13.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_S_solucao_1.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_S_iteracoes_1.csv
instancias/Aleatorio/aleatorio_pequeno_00/,S,30,2,S,100.0,75.0,50.0,3742.0,12.0,216.13460040092468,55.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_S_solucao_2.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_S_iteracoes_2.csv
instancias/Aleatorio/aleatorio_pequeno_00/,S,30,3,S,100.0,75.0,50.0,3736.0,196.0,289.061217546463,62.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_S_solucao_3.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_S_iteracoes_3.csv
instancias/Aleatorio/aleatorio_pequeno_00/,S,30,4,S,100.0,75.0,50.0,3732.0,60.0,683.58314037323,95.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_S_solucao_4.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_S_iteracoes_4.csv
instancias/Aleatorio/aleatorio_pequeno_00/,S,30,5,S,100.0,75.0,50.0,3736.0,196.0,748.1826117038727,42.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_S_solucao_5.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_S_iteracoes_5.csv
instancias/Aleatorio/aleatorio_pequeno_00/,S,30,6,S,100.0,75.0,50.0,3732.0,60.0,546.7509272098541,13.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_S_solucao_6.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_S_iteracoes_6.csv
instancias/Aleatorio/aleatorio_pequeno_00/,S,30,7,S,100.0,75.0,50.0,3742.0,12.0,597.257755279541,83.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_S_solucao_7.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_S_iteracoes_7.csv
instancias/Aleatorio/aleatorio_pequeno_00/,S,30,8,S,100.0,75.0,50.0,3742.0,12.0,442.4125061035156,52.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_S_solucao_8.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_S_iteracoes_8.csv
instancias/Aleatorio/aleatorio_pequeno_00/,S,30,9,S,100.0,75.0,50.0,3733.0,37.0,773.1795401573181,66.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_S_solucao_9.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_S_iteracoes_9.csv
instancias/Aleatorio/aleatorio_pequeno_00/,S,30,10,S,100.0,75.0,50.0,3732.0,60.0,611.0752563476562,1.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_S_solucao_10.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_S_iteracoes_10.csv
instancias/Aleatorio/aleatorio_pequeno_00/,S,30,11,S,100.0,75.0,50.0,3736.0,196.0,508.9591267108917,53.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_00_S_solucao_11.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_00_S_iteracoes_11.csv
instancias/Aleatorio/aleatorio_pequeno_01/,N,0,1,S,100.0,75.0,50.0,3742.0,14.0,475.7715845108032,14.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_N_solucao_1.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_N_iteracoes_1.csv
instancias/Aleatorio/aleatorio_pequeno_01/,N,0,2,S,100.0,75.0,50.0,3744.0,12.0,476.56774139404297,11.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_N_solucao_2.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_N_iteracoes_2.csv
instancias/Aleatorio/aleatorio_pequeno_01/,N,0,3,S,100.0,75.0,50.0,3743.0,19.0,487.49861788749695,44.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_N_solucao_3.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_N_iteracoes_3.csv
instancias/Aleatorio/aleatorio_pequeno_01/,N,0,4,S,100.0,75.0,50.0,3747.0,3.0,479.220664024353,20.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_N_solucao_4.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_N_iteracoes_4.csv
instancias/Aleatorio/aleatorio_pequeno_01/,N,0,5,S,100.0,75.0,50.0,3745.0,11.0,457.9385488033295,16.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_N_solucao_5.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_N_iteracoes_5.csv
instancias/Aleatorio/aleatorio_pequeno_01/,N,0,6,S,100.0,75.0,50.0,3745.0,11.0,520.4830396175385,59.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_N_solucao_6.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_N_iteracoes_6.csv
instancias/Aleatorio/aleatorio_pequeno_01/,N,0,7,S,100.0,75.0,50.0,3744.0,20.0,572.0317912101746,77.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_N_solucao_7.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_N_iteracoes_7.csv
instancias/Aleatorio/aleatorio_pequeno_01/,N,0,8,S,100.0,75.0,50.0,3744.0,12.0,662.2916588783264,35.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_N_solucao_8.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_N_iteracoes_8.csv
instancias/Aleatorio/aleatorio_pequeno_01/,N,0,9,S,100.0,75.0,50.0,3744.0,12.0,333.3060474395752,3.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_N_solucao_9.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_N_iteracoes_9.csv
instancias/Aleatorio/aleatorio_pequeno_01/,N,0,10,S,100.0,75.0,50.0,3746.0,4.0,407.7330756187439,97.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_N_solucao_10.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_N_iteracoes_10.csv
instancias/Aleatorio/aleatorio_pequeno_01/,N,0,11,S,100.0,75.0,50.0,3742.0,14.0,502.9061274528504,18.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_N_solucao_11.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_N_iteracoes_11.csv
instancias/Aleatorio/aleatorio_pequeno_01/,S,30,1,S,100.0,75.0,50.0,3736.0,14.0,708.9817807674408,34.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_S_solucao_1.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_S_iteracoes_1.csv
instancias/Aleatorio/aleatorio_pequeno_01/,S,30,2,S,100.0,75.0,50.0,3737.0,39.0,517.5382454395294,3.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_S_solucao_2.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_S_iteracoes_2.csv
instancias/Aleatorio/aleatorio_pequeno_01/,S,30,3,S,100.0,75.0,50.0,3737.0,39.0,483.3870444297791,55.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_S_solucao_3.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_S_iteracoes_3.csv
instancias/Aleatorio/aleatorio_pequeno_01/,S,30,4,S,100.0,75.0,50.0,3740.0,22.0,377.15341544151306,11.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_S_solucao_4.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_S_iteracoes_4.csv
instancias/Aleatorio/aleatorio_pequeno_01/,S,30,5,S,100.0,75.0,50.0,3737.0,39.0,559.0700142383575,91.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_S_solucao_5.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_S_iteracoes_5.csv
instancias/Aleatorio/aleatorio_pequeno_01/,S,30,6,S,100.0,75.0,50.0,3740.0,22.0,464.56492161750793,74.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_S_solucao_6.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_S_iteracoes_6.csv
instancias/Aleatorio/aleatorio_pequeno_01/,S,30,7,S,100.0,75.0,50.0,3732.0,48.0,546.7631697654724,89.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_S_solucao_7.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_S_iteracoes_7.csv
instancias/Aleatorio/aleatorio_pequeno_01/,S,30,8,S,100.0,75.0,50.0,3737.0,39.0,258.6405441761017,69.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_S_solucao_8.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_S_iteracoes_8.csv
instancias/Aleatorio/aleatorio_pequeno_01/,S,30,9,S,100.0,75.0,50.0,3730.0,32.0,316.12966799736023,11.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_S_solucao_9.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_S_iteracoes_9.csv
instancias/Aleatorio/aleatorio_pequeno_01/,S,30,10,S,100.0,75.0,50.0,3745.0,17.0,381.367644071579,66.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_S_solucao_10.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_S_iteracoes_10.csv
instancias/Aleatorio/aleatorio_pequeno_01/,S,30,11,S,100.0,75.0,50.0,3737.0,39.0,365.8049535751343,43.0,resultados/solucoes/instancias/Aleatorio/aleatorio_pequeno_01_S_solucao_11.csv,resultados/iteracoes/instancias/Aleatorio/aleatorio_pequeno_01_S_iteracoes_11.csv
