100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 480, 448]"
100,"[50, 136, 183]"
99,"[50, 151, 136]"
99,"[50, 151, 136]"
99,"[339, 151]"
99,"[339, 151]"
99,"[339, 151]"
99,"[339, 151]"
99,"[339, 151]"
99,"[339, 151]"
99,"[339, 151]"
99,"[339, 151]"
99,"[339, 151]"
99,"[339, 151]"
99,"[339, 151]"
99,"[339, 151]"
99,"[339, 151]"
99,"[339, 151]"
99,"[339, 151]"
99,"[339, 151]"
100,"[339, 93, 311]"
100,"[339, 93, 311]"
100,"[339, 93, 311]"
100,"[339, 93, 311]"
100,"[339, 93, 311]"
100,"[339, 93, 311]"
100,"[339, 93, 311]"
100,"[339, 93, 311]"
100,"[339, 93, 311]"
100,"[339, 93, 311]"
100,"[339, 93, 311]"
100,"[339, 93, 311]"
100,"[339, 93, 311]"
100,"[339, 93, 434, 392]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 395]"
100,"[338, 290, 59]"
100,"[338, 290, 59]"
100,"[338, 290, 59]"
100,"[338, 290, 59]"
100,"[338, 290, 59]"
100,"[338, 290, 59]"
100,"[338, 290, 59]"
100,"[338, 290, 59]"
100,"[338, 465, 235, 151]"
100,"[453, 93, 414]"
100,"[453, 93, 414]"
100,"[453, 93, 414]"
100,"[453, 93, 414]"
100,"[453, 93, 414]"
100,"[453, 93, 414]"
100,"[453, 93, 414]"
100,"[453, 93, 414]"
100,"[453, 93, 414]"
100,"[453, 93, 414]"
100,"[453, 93, 414]"
100,"[453, 93, 414]"
100,"[157, 372]"
100,"[157, 372]"
100,"[157, 372]"
100,"[157, 372]"
100,"[157, 372]"
100,"[157, 372]"
100,"[157, 372]"
100,"[157, 372]"
100,"[157, 372]"
99,"[453, 157]"
99,"[453, 157]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[41, 185, 18]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 465]"
100,"[492, 274]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
100,"[416, 236]"
