0,24825,24926,24926
1,24879,24920,24926
2,24922,24922,24926
3,24912,24940,24940
4,24897,24924,24940
5,24853,24892,24940
6,24924,24924,24940
7,24813,24829,24940
8,24839,24873,24940
9,24904,24907,24940
10,24775,24778,24940
11,24882,24886,24940
12,24880,24880,24940
13,24831,24840,24940
14,24921,24921,24940
15,24883,24883,24940
16,24862,24907,24940
17,24883,24920,24940
18,24882,24890,24940
19,24860,24863,24940
20,24953,24959,24959
21,24888,24916,24959
22,24867,24867,24959
23,24883,24891,24959
24,24937,24943,24959
25,24898,24905,24959
26,24946,24946,24959
27,24887,24902,24959
28,24926,24962,24962
29,24883,24889,24962
30,24886,24911,24962
31,24864,24905,24962
32,24859,24905,24962
33,24850,24882,24962
34,24876,24876,24962
35,24938,24944,24962
36,24876,24876,24962
37,24833,24923,24962
38,24857,24956,24962
39,24845,24890,24962
40,24861,24892,24962
41,24832,24850,24962
42,24847,24867,24962
43,24949,24949,24962
44,24769,24792,24962
45,24938,24948,24962
46,24846,24865,24962
47,24861,24867,24962
48,24812,24846,24962
49,24780,24869,24962
50,24795,24914,24962
51,24850,24925,24962
52,24917,24932,24962
53,24797,24834,24962
54,24901,24901,24962
55,24819,24911,24962
56,24853,24866,24962
57,24878,24881,24962
58,24935,24937,24962
59,24861,24905,24962
60,24900,24956,24962
61,24841,24846,24962
62,24845,24873,24962
63,24862,24924,24962
64,24946,24949,24962
65,24858,24897,24962
66,24882,24882,24962
67,24877,24907,24962
68,24775,24871,24962
69,24897,24948,24962
70,24879,24921,24962
71,24956,24956,24962
72,24925,24925,24962
73,24845,24897,24962
74,24887,24936,24962
75,24865,24919,24962
76,24906,24934,24962
77,24828,24885,24962
78,24888,24894,24962
79,24874,24917,24962
80,24855,24882,24962
81,24860,24866,24962
82,24929,24929,24962
83,24882,24914,24962
84,24831,24868,24962
85,24888,24888,24962
86,24888,24920,24962
87,24880,24902,24962
88,24941,24941,24962
89,24824,24894,24962
90,24833,24862,24962
91,24813,24852,24962
92,24877,24909,24962
93,24854,24891,24962
94,24850,24897,24962
95,24918,24926,24962
96,24918,24924,24962
97,24799,24809,24962
98,24937,24949,24962
99,24865,24866,24962
