0,17610,18720,18720
1,17345,18721,18721
2,17611,18714,18721
3,17365,18723,18723
4,17551,18691,18723
5,17103,18723,18723
6,17612,18717,18723
7,17347,18720,18723
8,17354,18721,18723
9,17357,18709,18723
10,17367,18721,18723
11,17366,18723,18723
12,17072,18717,18723
13,17598,18709,18723
14,17581,18695,18723
15,17324,18716,18723
16,17102,18723,18723
17,17367,18717,18723
18,17314,18709,18723
19,17822,18712,18723
20,17366,18721,18723
21,17564,18720,18723
22,17357,18717,18723
23,17093,18717,18723
24,17279,18683,18723
25,17575,18706,18723
26,17814,18681,18723
27,17369,18721,18723
28,17611,18713,18723
29,17315,18713,18723
30,17333,18717,18723
31,17336,18709,18723
32,17361,18723,18723
33,17315,18717,18723
34,17579,18707,18723
35,17315,18709,18723
36,17307,18705,18723
37,17633,18713,18723
38,17322,18716,18723
39,17364,18723,18723
40,17583,18703,18723
41,17314,18712,18723
42,17329,18716,18723
43,17606,18712,18723
44,17318,18723,18723
45,17621,18701,18723
46,17360,18715,18723
47,17577,18703,18723
48,17593,18713,18723
49,17650,18723,18723
50,17355,18717,18723
51,17321,18717,18723
52,17330,18713,18723
53,17629,18717,18723
54,17351,18717,18723
55,17110,18723,18723
56,17330,18717,18723
57,17337,18709,18723
58,17049,18717,18723
59,17366,18723,18723
60,17335,18717,18723
61,17377,18720,18723
62,17622,18709,18723
63,17606,18711,18723
64,17352,18723,18723
65,17579,18686,18723
66,17107,18710,18723
67,17349,18709,18723
68,17626,18706,18723
69,17318,18709,18723
70,17357,18723,18723
71,17335,18713,18723
72,17346,18716,18723
73,17321,18708,18723
74,17545,18693,18723
75,17348,18713,18723
76,17594,18720,18723
77,17333,18717,18723
78,17395,18721,18723
79,17105,18723,18723
80,17344,18717,18723
81,17364,18720,18723
82,17350,18709,18723
83,17339,18451,18723
84,17040,18713,18723
85,17560,18696,18723
86,17291,18717,18723
87,17345,18714,18723
88,17367,18723,18723
89,17358,18723,18723
90,17340,18717,18723
91,17350,18717,18723
92,17348,18717,18723
93,17313,18708,18723
94,17334,18717,18723
95,17352,18720,18723
96,17371,18717,18723
97,17339,18723,18723
98,17105,18717,18723
99,17608,18712,18723
